221 1 2
2	1	0
2.1	1	0
2.2	1	0
2.3	1	0
2.4	1	0
2.5	1	0
2.6	1	0
2.7	1	0
2.8	1	0
2.9	1	0
3	1	0
3.1	1	0
3.2	1	0
3.3	1	0
3.4	1	0
3.5	1	0
3.6	1	0
3.7	1	0
3.8	1	0
3.9	1	0
4	1	0
4.1	1	0
4.2	1	0
4.3	1	0
4.4	1	0
4.5	1	0
4.6	1	0
4.7	1	0
4.8	1	0
4.9	1	0
5	1	0
5.5	1	0
6	1	0
6.5	1	0
7	1	0
7.5	1	0
8	1	0
8.5	1	0
9	1	0
9.5	1	0
10	1	0
10.5	1	0
11	1	0
11.5	1	0
12	1	0
12.5	1	0
13	1	0
13.5	1	0
14	1	0
14.5	1	0
15	1	0
15.5	1	0
16	1	0
16.5	1	0
17	1	0
17.5	1	0
18	1	0
18.5	1	0
19	1	0
19.5	1	0
20	1	0
20.5	1	0
21	1	0
21.5	1	0
22	1	0
22.5	1	0
23	1	0
23.5	1	0
24	1	0
24.5	1	0
25	1	0
25.5	1	0
26	1	0
26.5	1	0
27	1	0
27.5	1	0
28	1	0
28.5	1	0
29	1	0
29.5	1	0
30	1	0
30.5	1	0
31	1	0
31.5	1	0
32	1	0
32.5	1	0
33	1	0
33.5	1	0
34	1	0
34.5	1	0
35	1	0
35.5	1	0
36	1	0
36.5	1	0
37	1	0
37.5	1	0
38	1	0
38.5	1	0
39	1	0
39.5	1	0
40	1	0
40.5	1	0
41	1	0
41.5	1	0
42	1	0
42.5	1	0
43	1	0
43.5	1	0
44	1	0
44.5	1	0
45	1	0
45.5	1	0
46	1	0
46.5	1	0
47	1	0
47.5	1	0
48	1	0
48.5	1	0
49	1	0
49.5	1	0
50	1	0
50.5	1	0
51	1	0
51.5	1	0
52	1	0
52.5	1	0
53	1	0
53.5	1	0
54	1	0
54.5	1	0
55	1	0
55.5	1	0
56	1	0
56.5	1	0
57	1	0
57.5	1	0
58	1	0
58.5	1	0
59	1	0
59.5	1	0
60	1	0
60.5	1	0
61	1	0
61.5	1	0
62	1	0
62.5	1	0
63	1	0
63.5	1	0
64	1	0
64.5	1	0
65	1	0
65.5	1	0
66	1	0
66.5	1	0
67	1	0
67.5	1	0
68	1	0
68.5	1	0
69	1	0
69.5	1	0
70	1	0
70.5	1	0
71	1	0
71.5	1	0
72	1	0
72.5	1	0
73	1	0
73.5	1	0
74	1	0
74.5	1	0
75	1	0
75.5	1	0
76	1	0
76.5	1	0
77	1	0
77.5	1	0
78	1	0
78.5	1	0
79	1	0
79.5	1	0
80	1	0
80.5	1	0
81	1	0
81.5	1	0
82	1	0
82.5	1	0
83	1	0
83.5	1	0
84	1	0
84.5	1	0
85	1	0
85.5	1	0
86	1	0
86.5	1	0
87	1	0
87.5	1	0
88	1	0
88.5	1	0
89	1	0
89.5	1	0
90	1	0
90.5	1	0
91	1	0
91.5	1	0
92	1	0
92.5	1	0
93	1	0
93.5	1	0
94	1	0
94.5	1	0
95	1	0
95.5	1	0
96	1	0
96.5	1	0
97	1	0
97.5	1	0
98	1	0
98.5	1	0
99	1	0
99.5	1	0
100	1	0
