103 1 2
0.5	1	0
0.59375	1	0
0.6875	1	0
0.78125	1	0
0.875	1	0
0.96875	1	0
1.0625	1	0
1.15625	1	0
1.25	1	0
1.34375	1	0
1.4375	1	0
1.53125	1	0
1.625	1	0
1.71875	1	0
1.8125	1	0
1.90625	1	0
2	1	0
2.09375	1	0
2.1875	1	0
2.28125	1	0
2.375	1	0
2.46875	1	0
2.5625	1	0
2.65625	1	0
2.75	1	0
2.84375	1	0
2.9375	1	0
3.03125	1	0
3.125	1	0
3.21875	1	0
3.3125	1	0
3.40625	1	0
3.5	1	0
3.59375	1	0
3.6875	1	0
3.78125	1	0
3.875	1	0
3.96875	1	0
4.0625	1	0
4.15625	1	0
4.25	1	0
4.34375	1	0
4.4375	1	0
4.53125	1	0
4.625	1	0
4.71875	1	0
4.8125	1	0
4.90625	1	0
5	1	0
5.09375	1	0
5.1875	1	0
5.28125	1	0
5.375	1	0
5.46875	1	0
5.5625	1	0
5.65625	1	0
5.75	1	0
5.84375	1	0
5.9375	1	0
6.03125	1	0
6.125	1	0
6.21875	1	0
6.3125	1	0
6.40625	1	0
6.5	1	0
6.59375	1	0
6.6875	1	0
6.78125	1	0
6.875	1	0
6.96875	1	0
7.0625	1	0
7.15625	1	0
7.25	1	0
7.34375	1	0
7.4375	1	0
7.53125	1	0
7.625	1	0
7.71875	1	0
7.8125	1	0
7.90625	1	0
8	1	0
8.09375	1	0
8.1875	1	0
8.28125	1	0
8.375	1	0
8.46875	1	0
8.5625	1	0
8.65625	1	0
8.75	1	0
8.84375	1	0
8.9375	1	0
9.03125	1	0
9.125	1	0
9.21875	1	0
9.3125	1	0
9.40625	1	0
9.5	1	0
9.59375	1	0
9.6875	1	0
9.78125	1	0
9.875	1	0
9.96875	1	0
10.000	1	0

